68,d,May,743150.1,760141.3,647041.4,661099.9,96108.7,99041.4,,
68,d,June,719667.1,,626150.1,,93517,,,
68,d,July,746075.8,,648508.7,,97567.1,,,
68,d,August,743525.7,,646266.9,,97258.8,,,
68,d,September,714858.2,,621383.2,,93475,,,
68,d,October,743350.7,,646941.9,,96408.8,,,
68,d,November,732566.8,,639691.9,,92874.9,,,
68,c,,,,,,,,,
68,f,1/ December previous year.,,,,,,,,
52,t,"Chickens and Eggs: Released June 22, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,
52,t,Layers on Hand and Eggs Produced by Type and Molt – United States: April-May 2017 and 2018,,,,,,,,
52,h,,,,,,,,,
52,h,,,,,2018 as,,,,
52,h,Item,,2017,2018,percent,,,,
52,h,,,,,of 2017,,,,
52,h,,,,,,,,,
52,d,Layers during April,,,,,,,,
52,d,  All layers,"1,000",375748,386754,103,,,,
52,d,    Table egg type,"1,000",315770,324098,103,,,,
52,d,    Hatching egg type,"1,000",59978,62656,104,,,,
52,d,      Broiler-type hatching,"1,000",56700,59163,104,,,,
52,d,      Egg-type hatching,"1,000",3278,3493,107,,,,
52,d,,,,,,,,,
52,d,Eggs per 100 layers during April,,,,,,,,
52,d,  All layers,number,2312,2277,98,,,,
52,d,    Table egg type,number,2398,2365,99,,,,
52,d,    Hatching egg type,number,1857,1822,98,,,,
52,d,      Broiler-type hatching,number,1827,1795,98,,,,
52,d,      Egg-type hatching,number,2373,2279,96,,,,
52,d,,,,,,,,,
52,d,Eggs produced during April,,,,,,,,
52,d,  All layers,million,8686.6,8806.3,101,,,,
52,d,    Table egg type,million,7572.8,7665,101,,,,
52,d,    Hatching egg type,million,1113.8,1141.3,102,,,,
52,d,      Broiler-type hatching,million,1036,1061.7,102,,,,
52,d,      Egg-type hatching,million,77.8,79.6,102,,,,
52,d,,,,,,,,,
52,d,Eggs produced during April,,,,,,,,
52,d,  All layers,"1,000 dozen",723883.8,733858.1,101,,,,
52,d,    Table egg type,"1,000 dozen",631067,638750,101,,,,
52,d,    Hatching egg type,"1,000 dozen",92816.8,95108.1,102,,,,
52,d,      Broiler-type hatching,"1,000 dozen",86333.5,88474.8,102,,,,
52,d,      Egg-type hatching,"1,000 dozen",6483.3,6633.3,102,,,,
52,d,,,,,,,,,
52,d,Layers on May 1,,,,,,,,
52,d,  All layers,"1,000",374671,386443,103,,,,
52,d,    Table egg type,"1,000",314616,323676,103,,,,
52,d,    Hatching egg type,"1,000",60055,62767,105,,,,
52,d,      Broiler-type hatching,"1,000",56849,59312,104,,,,
52,d,      Egg-type hatching,"1,000",3206,3455,108,,,,
52,d,,,,,,,,,
52,d,Eggs per 100 layers on May 1,,,,,,,,
52,d,  All layers,number,76.7,75.9,99,,,,
52,d,    Table egg type,number,79.6,78.8,99,,,,
52,d,    Hatching egg type,number,61.9,60.9,98,,,,
52,d,      Broiler-type hatching,number,60.9,60,99,,,,
52,d,      Egg-type hatching,number,79.6,75.5,95,,,,
52,d,,,,,,,,,
52,d,Molted layers on May 1,,,,,,,,
52,d,  Being molted,percent,2.7,3.1,115,,,,
52,d,  Molt completed,percent,14.9,14.3,96,,,,
52,d,,,,,,,,,
52,d,Layers sold for slaughter during April,"1,000",13524.2,15850.1,117,,,,
52,d,,,,,,,,,
52,d,"Layers rendered, died, destroyed, composted",,,,,,,,
52,d, or disappeared for any reason during April,"1,000",13478.5,11441.6,85,,,,
52,d,,,,,,,,,
52,d,Pullets on May 1,"1,000",114626,123046,107,,,,
52,d,,,,,,,,,
52,d,Pullets added during April 1/,"1,000",27089.9,27844.6,103,,,,
52,c,,,,,,,,,
52,f,1/ Pullet chicks less than 3 days old added to pullet flocks.,,,,,,,,
53,t,"Chickens and Eggs: Released June 22, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,
53,t,Layers on Hand and Eggs Produced by Type and Molt – United States: May-June 2017 and 2018,,,,,,,,
53,h,,,,,,,,,
53,h,,,,,2018 as,,,,
53,h,Item,,2017,2018,percent,,,,
53,h,,,,,of 2017,,,,
53,h,,,,,,,,,
53,d,Layers during May,,,,,,,,
53,d,  All layers,"1,000",373642,386301,103,,,,
53,d,    Table egg type,"1,000",313464,323535,103,,,,
53,d,    Hatching egg type,"1,000",60178,62766,104,,,,
53,d,      Broiler-type hatching,"1,000",57015,59345,104,,,,
53,d,      Egg-type hatching,"1,000",3163,3421,108,,,,
53,d,,,,,,,,,
53,d,Eggs per 100 layers during May,,,,,,,,
53,d,  All layers,number,2387,2361,99,,,,
53,d,    Table egg type,number,2477,2452,99,,,,
53,d,    Hatching egg type,number,1916,1894,99,,,,
53,d,      Broiler-type hatching,number,1888,1866,99,,,,
53,d,      Egg-type hatching,number,2431,2374,98,,,,
53,d,,,,,,,,,
53,d,Eggs produced during May,,,,,,,,
53,d,  All layers,million,8917.8,9121.7,102,,,,
53,d,    Table egg type,million,7764.5,7933.2,102,,,,
53,d,    Hatching egg type,million,1153.3,1188.5,103,,,,
53,d,      Broiler-type hatching,million,1076.4,1107.3,103,,,,
53,d,      Egg-type hatching,million,76.9,81.2,106,,,,
53,d,,,,,,,,,
53,d,Eggs produced during May,,,,,,,,
53,d,  All layers,"1,000 dozen",743150.1,760141.3,102,,,,
53,d,    Table egg type,"1,000 dozen",647041.4,661099.9,102,,,,
53,d,    Hatching egg type,"1,000 dozen",96108.7,99041.4,103,,,,
53,d,      Broiler-type hatching,"1,000 dozen",89700.3,92275,103,,,,
53,d,      Egg-type hatching,"1,000 dozen",6408.4,6766.4,106,,,,
53,d,,,,,,,,,
53,d,Layers on June 1,,,,,,,,
53,d,  All layers,"1,000",372584,386125,104,,,,
53,d,    Table egg type,"1,000",312296,323379,104,,,,
53,d,    Hatching egg type,"1,000",60288,62746,104,,,,
53,d,      Broiler-type hatching,"1,000",57173,59368,104,,,,
53,d,      Egg-type hatching,"1,000",3115,3378,108,,,,
53,d,,,,,,,,,
53,d,Eggs per 100 layers on June 1,,,,,,,,
53,d,  All layers,number,77.2,76.4,99,,,,
53,d,    Table egg type,number,80.2,79.3,99,,,,
53,d,    Hatching egg type,number,61.7,61.3,99,,,,
53,d,      Broiler-type hatching,number,60.9,60.3,99,,,,
53,d,      Egg-type hatching,number,77.2,77.8,101,,,,
53,d,,,,,,,,,
53,d,Molted layers on June 1,,,,,,,,
53,d,  Being molted,percent,2.4,3,125,,,,
53,d,  Molt completed,percent,14.9,14.9,100,,,,
53,d,,,,,,,,,
53,d,Layers sold for slaughter during May,"1,000",16679.1,16696.3,100,,,,
53,d,,,,,,,,,
53,d,"Layers rendered, died, destroyed, composted",,,,,,,,
53,d, or disappeared for any reason during May,"1,000",9347,10112.4,108,,,,
53,d,,,,,,,,,
53,d,Pullets on June 1,"1,000",117539,125994,107,,,,
53,d,,,,,,,,,
53,d,Pullets added during May 1/,"1,000",28703.9,31017.8,108,,,,
53,c,,,,,,,,,
53,f,1/ Pullet chicks less than 3 days old added to pullet flocks.,,,,,,,,
54,t,"Chickens and Eggs: Released June 22, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,
54,t,Layers on Hand and Eggs Produced – States and United States: During April 2017 and 2018,,,,,,,,
54,h,,,,,,,,,
54,h,,Table egg layers in,Table egg layers in,,,Eggs per 100 for,Eggs per 100 for,,
54,h,,"flocks 30,000 and above","flocks 30,000 and above",All layers,All layers,all layers,all layers,,
54,h,State,,,,,,,,
54,h,,2017,2018,2017,2018,2017,2018,,
54,h,,,,,,,,,
54,u,,"(1,000 layers)","(1,000 layers)","(1,000 layers)","(1,000 layers)",(eggs),(eggs),,
54,d,Alabama,1287,1275,9044,9796,1853,1805,,
54,d,Arkansas,3755,4032,13988,14333,2021,1951,,
54,d,California,12296,13520,12902,14172,2332,2468,,
54,d,Colorado,4026,4333,4456,4735,2534,2507,,
54,d,Florida,7496,7040,7882,7483,2285,2180,,
54,d,Georgia,9408,9200,19259,19355,2111,1993,,
54,d,Illinois,4543,5222,5016,5690,2456,2388,,
54,d,Indiana,31967,31646,32830,32425,2375,2332,,
54,d,Iowa,53408,55657,54694,57171,2388,2322,,
54,d,Maryland,2709,2398,2877,2545,2426,2287,,
54,d,,,,,,,,,
54,d,Michigan,14023,14948,14286,15188,2486,2513,,
54,d,Minnesota,9984,10533,10504,11093,2456,2411,,
54,d,Mississippi,1428,1462,5628,5791,1986,2029,,
54,d,Missouri,7305,7056,10888,10806,2433,2455,,
54,d,Nebraska,8146,7522,8254,7764,2455,2472,,
54,d,New York,5255,4848,5631,5231,2484,2409,,
54,d,North Carolina,7192,7165,15285,15606,2117,2114,,
54,d,Ohio,29667,31518,30585,32500,2350,2207,,
54,d,Oregon,2167,2201,2306,2340,2593,2585,,
54,d,Pennsylvania,25840,25861,27951,27934,2416,2436,,
54,d,,,,,,,,,
54,d,South Carolina,2578,3146,3770,4369,2324,2152,,
54,d,South Dakota,2607,2571,2749,2713,2364,2503,,
54,d,Texas,17330,17803,21639,22278,2167,2209,,
54,d,Utah,5096,4882,5134,4920,2429,2356,,
54,d,Virginia,987,780,2711,2508,2162,2185,,
54,d,Washington,6954,6592,7119,6757,2545,2439,,
54,d,Wisconsin,5362,6189,6013,6854,2435,2336,,
54,d,,,,,,,,,
54,d,Other States 1/,23535,24948,32347,34397,2209,2230,,
54,d,,,,,,,,,
54,d,United States,306351,314348,375748,386754,2312,2277,,
54,c,,,,,,,,,
54,f,1/ Includes data for States not published in this table.,,,,,,,,
55,t,"Chickens and Eggs: Released June 22, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,
55,t,Layers on Hand and Eggs Produced – States and United States: During May 2017 and 2018,,,,,,,,
55,h,,,,,,,,,
55,h,,Table egg layers in,Table egg layers in,,,Eggs per 100 for,Eggs per 100 for,,
55,h,,"flocks 30,000 and above","flocks 30,000 and above",All layers,All layers,all layers,all layers,,
55,h,State,,,,,,,,
55,h,,2017,2018,2017,2018,2017,2018,,
55,h,,,,,,,,,
55,u,,"(1,000 layers)","(1,000 layers)","(1,000 layers)","(1,000 layers)",(eggs),(eggs),,
55,d,Alabama,1241,1254,9031,9560,1916,1871,,
55,d,Arkansas,3796,3836,13828,14205,2072,1998,,
55,d,California,12540,13591,13146,14242,2452,2521,,
55,d,Colorado,4016,4446,4456,4848,2677,2591,,
55,d,Florida,7003,6806,7373,7237,2426,2276,,
55,d,Georgia,9562,9141,19504,19568,2126,2070,,
55,d,Illinois,4595,5201,5069,5636,2391,2386,,
55,d,Indiana,31623,31786,32452,32556,2492,2432,,
55,d,Iowa,53042,56053,54369,57492,2487,2411,,
55,d,Maryland,2687,2304,2856,2457,2514,2304,,
55,d,,,,,,,,,
55,d,Michigan,14092,14785,14338,15013,2473,2576,,
55,d,Minnesota,9995,10534,10508,11099,2542,2480,,
55,d,Mississippi,1446,1473,5727,5771,2038,2060,,
55,d,Missouri,7076,6939,10699,10685,2504,2495,,
55,d,Nebraska,7999,7546,8107,7793,2499,2583,,
55,d,New York,5243,4926,5615,5311,2538,2484,,
55,d,North Carolina,6942,6976,15087,15401,2202,2160,,
55,d,Ohio,29271,31246,30183,32212,2435,2408,,
55,d,Oregon,2202,2091,2341,2230,2640,2596,,
55,d,Pennsylvania,25870,25831,27938,27952,2484,2514,,
55,d,,,,,,,,,
55,d,South Carolina,2459,3173,3667,4401,2293,2295,,
55,d,South Dakota,2658,2463,2800,2605,2418,2595,,
55,d,Texas,17018,17811,21418,22290,2252,2272,,
55,d,Utah,5098,4530,5136,4568,2473,2421,,
55,d,Virginia,947,871,2692,2675,2325,2221,,
55,d,Washington,6809,6849,6974,7014,2621,2615,,
55,d,Wisconsin,5411,6343,6053,6987,2533,2407,,
55,d,,,,,,,,,
55,d,Other States 1/,23404,24980,32275,34493,2278,2289,,
55,d,,,,,,,,,
55,d,United States,304045,313785,373642,386301,2387,2361,,
55,c,,,,,,,,,
55,f,1/ Includes data for States not published in this table.,,,,,,,,
56,t,"Chickens and Eggs: Released June 22, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,
56,t,Egg Production by Type – States and United States: April 2017 and 2018,,,,,,,,
56,t,"[Data by type of flock not shown for some States to avoid disclosing individual operations, data included in United States totals]",,,,,,,,
56,h,,,,,,,,,
56,h,,Total production,Total production,Table eggs,Table eggs,Hatching eggs,Hatching eggs,,
56,h,State,,,,,,,,
56,h,,2017,2018,2017,2018,2017,2018,,
56,h,,,,,,,,,
56,u,,(million eggs),(million eggs),(million eggs),(million eggs),(million eggs),(million eggs),,
56,d,Alabama,167.6,176.8,32.4,28.6,135.2,148.2,,
56,d,Arkansas,282.7,279.7,97.2,102,185.5,177.7,,
56,d,California,300.9,349.8,(D),(D),(D),(D),,
56,d,Colorado,112.9,118.7,(D),(D),(D),(D),,
56,d,Florida,180.1,163.1,175.2,157.8,4.9,5.3,,
56,d,Georgia,406.6,385.8,226.8,203.7,179.8,182.1,,
56,d,Illinois,123.2,135.9,118.4,131.8,4.8,4.1,,
56,d,Indiana,779.7,756.3,763.4,742.5,16.3,13.8,,
56,d,Iowa,1306.2,1327.4,1291,1311.1,15.2,16.3,,
56,d,Maryland,69.8,58.2,68.6,57.3,1.2,0.9,,
56,d,,,,,,,,,
56,d,Michigan,355.2,381.7,(D),(D),(D),(D),,
56,d,Minnesota,258,267.5,250.4,259.9,7.6,7.6,,
56,d,Mississippi,111.8,117.5,34.2,35.8,77.6,81.7,,
56,d,Missouri,264.9,265.3,(D),(D),(D),(D),,
56,d,Nebraska,202.6,191.9,202.6,188.2,-,3.7,,
56,d,New York,139.9,126,(D),(D),(D),(D),,
56,d,North Carolina,323.6,329.9,177.9,178,145.7,151.9,,
56,d,Ohio,718.8,717.2,(D),(D),(D),(D),,
56,d,Oregon,59.8,60.5,59.8,60.5,-,-,,
56,d,Pennsylvania,675.2,680.5,643.5,651.9,31.7,28.6,,
56,d,,,,,,,,,
56,d,South Carolina,87.6,94,65.5,72.7,22.1,21.3,,
56,d,South Dakota,65,67.9,65,67.9,-,-,,
56,d,Texas,468.9,492.1,(D),(D),(D),(D),,
56,d,Utah,124.7,115.9,124.7,115.9,-,-,,
56,d,Virginia,58.6,54.8,27.8,24.8,30.8,30,,
56,d,Washington,181.2,164.8,(D),(D),(D),(D),,
56,d,Wisconsin,146.4,160.1,(D),(D),(D),(D),,
56,d,,,,,,,,,
56,d,Other States 1/,714.7,767,589.2,634.6,125.5,132.4,,
56,d,,,,,,,,,
56,d,United States,8686.6,8806.3,7572.8,7665,1113.8,1141.3,,
56,c,,,,,,,,,
56,f,#NAME?,,,,,,,,
56,f,(D)  Withheld to avoid disclosing data for individual operations.,,,,,,,,
56,f,1/ Not published separately to avoid disclosing individual operations.,,,,,,,,
57,t,"Chickens and Eggs: Released June 22, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,
57,t,Egg Production by Type – States and United States: May 2017 and 2018,,,,,,,,
57,t,"[Data by type of flock not shown for some States to avoid disclosing individual operations, data included in United States totals]",,,,,,,,
57,h,,,,,,,,,
57,h,,Total production,Total production,Table eggs,Table eggs,Hatching eggs,Hatching eggs,,
57,h,State,,,,,,,,
57,h,,2017,2018,2017,2018,2017,2018,,
57,h,,,,,,,,,
57,u,,(million eggs),(million eggs),(million eggs),(million eggs),(million eggs),(million eggs),,
57,d,Alabama,173,178.9,31.5,29.4,141.5,149.5,,
57,d,Arkansas,286.5,283.8,100.8,97.7,185.7,186.1,,
57,d,California,322.4,359,(D),(D),(D),(D),,
57,d,Colorado,119.3,125.6,(D),(D),(D),(D),,
57,d,Florida,178.9,164.7,174,159.3,4.9,5.4,,
57,d,Georgia,414.6,405,226.1,209.7,188.5,195.3,,
57,d,Illinois,121.2,134.5,116.3,130.8,4.9,3.7,,
57,d,Indiana,808.8,791.7,793.3,777.5,15.5,14.2,,
57,d,Iowa,1351.9,1386,1334.9,1371.3,17,14.7,,
57,d,Maryland,71.8,56.6,70.4,55.5,1.4,1.1,,
57,d,,,,,,,,,
57,d,Michigan,354.6,386.7,(D),(D),(D),(D),,
57,d,Minnesota,267.1,275.2,259.4,267.6,7.7,7.6,,
57,d,Mississippi,116.7,118.9,35.3,34.8,81.4,84.1,,
57,d,Missouri,267.9,266.6,(D),(D),(D),(D),,
57,d,Nebraska,202.6,201.3,202.6,197.2,-,4.1,,
57,d,New York,142.5,131.9,(D),(D),(D),(D),,
57,d,North Carolina,332.2,332.6,179.6,175.7,152.6,156.9,,
57,d,Ohio,735,775.6,(D),(D),(D),(D),,
57,d,Oregon,61.8,57.9,61.8,57.9,-,-,,
57,d,Pennsylvania,694.1,702.8,662.3,671.2,31.8,31.6,,
57,d,,,,,,,,,
57,d,South Carolina,84.1,101,61.5,78.4,22.6,22.6,,
57,d,South Dakota,67.7,67.6,67.7,67.6,-,-,,
57,d,Texas,482.3,506.5,(D),(D),(D),(D),,
57,d,Utah,127,110.6,127,110.6,-,-,,
57,d,Virginia,62.6,59.4,30.9,27.1,31.7,32.3,,
57,d,Washington,182.8,183.4,(D),(D),(D),(D),,
57,d,Wisconsin,153.3,168.2,(D),(D),(D),(D),,
57,d,,,,,,,,,
57,d,Other States 1/,735.1,789.7,604.5,650.6,130.6,139.1,,
57,d,,,,,,,,,
57,d,United States,8917.8,9121.7,7764.5,7933.2,1153.3,1188.5,,
57,c,,,,,,,,,
57,f,#NAME?,,,,,,,,
57,f,(D)  Withheld to avoid disclosing data for individual operations.,,,,,,,,
57,f,1/ Not published separately to avoid disclosing individual operations.,,,,,,,,
58,t,"Chickens and Eggs: Released June 22, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,
58,t,Egg Production in Dozens by Type – States and United States: April 2017 and 2018,,,,,,,,
58,t,"[Data by type of flock not shown for some States to avoid disclosing individual operations, data included in United States totals]",,,,,,,,
58,h,,,,,,,,,
58,h,,Total production,Total production,Table eggs,Table eggs,Hatching eggs,Hatching eggs,,
58,h,State,,,,,,,,
58,h,,2017,2018,2017,2018,2017,2018,,
58,h,,,,,,,,,
58,u,,"(1,000 dozen eggs)","(1,000 dozen eggs)","(1,000 dozen eggs)","(1,000 dozen eggs)","(1,000 dozen eggs)","(1,000 dozen eggs)",,
58,d,Alabama,13966.7,14733.3,2700,2383.3,11266.7,12350,,
58,d,Arkansas,23558.3,23308.3,8100,8500,15458.3,14808.3,,
58,d,California,25075,29150,(D),(D),(D),(D),,
58,d,Colorado,9408.4,9891.7,(D),(D),(D),(D),,
58,d,Florida,15008.3,13591.7,14600,13150,408.3,441.7,,
58,d,Georgia,33883.4,32150,18900,16975,14983.4,15175,,
58,d,Illinois,10266.6,11325,9866.6,10983.3,400,341.7,,
58,d,Indiana,64975,63025,63616.7,61875,1358.3,1150,,
58,d,Iowa,108850,110616.7,107583.3,109258.4,1266.7,1358.3,,
58,d,Maryland,5816.7,4850,5716.7,4775,100,75,,
58,d,,,,,,,,,
58,d,Michigan,29600.1,31808.4,(D),(D),(D),(D),,
58,d,Minnesota,21500.1,22291.6,20866.7,21658.3,633.4,633.3,,
58,d,Mississippi,9316.7,9791.7,2850,2983.3,6466.7,6808.4,,
58,d,Missouri,22075,22108.3,(D),(D),(D),(D),,
58,d,Nebraska,16883.3,15991.6,16883.3,15683.3,-,308.3,,
58,d,New York,11658.4,10500.1,(D),(D),(D),(D),,
58,d,North Carolina,26966.7,27491.7,14825,14833.4,12141.7,12658.3,,
58,d,Ohio,59900,59766.7,(D),(D),(D),(D),,
58,d,Oregon,4983.3,5041.7,4983.3,5041.7,-,-,,
58,d,Pennsylvania,56266.7,56708.3,53625,54325,2641.7,2383.3,,
58,d,,,,,,,,,
58,d,South Carolina,7300.1,7833.3,5458.4,6058.3,1841.7,1775,,
58,d,South Dakota,5416.6,5658.3,5416.6,5658.3,-,-,,
58,d,Texas,39075,41008.3,(D),(D),(D),(D),,
58,d,Utah,10391.7,9658.3,10391.7,9658.3,-,-,,
58,d,Virginia,4883.3,4566.7,2316.7,2066.7,2566.6,2500,,
58,d,Washington,15100,13733.3,(D),(D),(D),(D),,
58,d,Wisconsin,12200,13341.6,(D),(D),(D),(D),,
58,d,,,,,,,,,
58,d,Other States 1/,59558.4,63916.5,49100.2,52883.2,10458.2,11033.3,,
58,d,,,,,,,,,
58,d,United States,723883.8,733858.1,631067,638750,92816.8,95108.1,,
58,c,,,,,,,,,
58,f,#NAME?,,,,,,,,
58,f,(D)  Withheld to avoid disclosing data for individual operations.,,,,,,,,
58,f,1/ Not published separately to avoid disclosing individual operations.,,,,,,,,
59,t,"Chickens and Eggs: Released June 22, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,
59,t,Egg Production in Dozens by Type – States and United States: May 2017 and 2018,,,,,,,,
59,t,"[Data by type of flock not shown for some States to avoid disclosing individual operations, data included in United States totals]",,,,,,,,
59,h,,,,,,,,,
59,h,,Total production,Total production,Table eggs,Table eggs,Hatching eggs,Hatching eggs,,
59,h,State,,,,,,,,
59,h,,2017,2018,2017,2018,2017,2018,,
59,h,,,,,,,,,
59,u,,"(1,000 dozen eggs)","(1,000 dozen eggs)","(1,000 dozen eggs)","(1,000 dozen eggs)","(1,000 dozen eggs)","(1,000 dozen eggs)",,
59,d,Alabama,14416.7,14908.3,2625,2450,11791.7,12458.3,,
59,d,Arkansas,23875,23650,8400,8141.7,15475,15508.3,,
59,d,California,26866.6,29916.7,(D),(D),(D),(D),,
59,d,Colorado,9941.7,10466.7,(D),(D),(D),(D),,
59,d,Florida,14908.3,13725,14500,13275,408.3,450,,
59,d,Georgia,34550.1,33750,18841.7,17475,15708.4,16275,,
59,d,Illinois,10100,11208.3,9691.7,10900,408.3,308.3,,
59,d,Indiana,67400.1,65974.9,66108.4,64791.6,1291.7,1183.3,,
59,d,Iowa,112658.4,115500,111241.7,114275,1416.7,1225,,
59,d,Maryland,5983.4,4716.7,5866.7,4625,116.7,91.7,,
59,d,,,,,,,,,
59,d,Michigan,29550,32225,(D),(D),(D),(D),,
59,d,Minnesota,22258.4,22933.3,21616.7,22300,641.7,633.3,,
59,d,Mississippi,9724.9,9908.3,2941.6,2900,6783.3,7008.3,,
59,d,Missouri,22325,22216.7,(D),(D),(D),(D),,
59,d,Nebraska,16883.3,16775,16883.3,16433.3,-,341.7,,
59,d,New York,11875,10991.7,(D),(D),(D),(D),,
59,d,North Carolina,27683.4,27716.7,14966.7,14641.7,12716.7,13075,,
59,d,Ohio,61250,64633.3,(D),(D),(D),(D),,
59,d,Oregon,5150,4825,5150,4825,-,-,,
59,d,Pennsylvania,57841.6,58566.6,55191.6,55933.3,2650,2633.3,,
59,d,,,,,,,,,
59,d,South Carolina,7008.3,8416.7,5125,6533.4,1883.3,1883.3,,
59,d,South Dakota,5641.6,5633.3,5641.6,5633.3,-,-,,
59,d,Texas,40191.6,42208.3,(D),(D),(D),(D),,
59,d,Utah,10583.3,9216.7,10583.3,9216.7,-,-,,
59,d,Virginia,5216.7,4950,2575,2258.3,2641.7,2691.7,,
59,d,Washington,15233.3,15283.3,(D),(D),(D),(D),,
59,d,Wisconsin,12775,14016.7,(D),(D),(D),(D),,
59,d,,,,,,,,,
59,d,Other States 1/,61258.4,65808.1,50374.8,54216.5,10883.6,11591.6,,
59,d,,,,,,,,,
59,d,United States,743150.1,760141.3,647041.4,661099.9,96108.7,99041.4,,
59,c,,,,,,,,,
59,f,#NAME?,,,,,,,,
59,f,(D)  Withheld to avoid disclosing data for individual operations.,,,,,,,,
59,f,1/ Not published separately to avoid disclosing individual operations.,,,,,,,,
60,t,"Chickens and Eggs: Released June 22, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,
60,t,Molted as Percent of All Layers by Month – United States: 2017-2018,,,,,,,,
60,t,[As of the first of the month. Blank data cells indicate estimation period has not yet begun],,,,,,,,
60,h,,,,,,,,,
60,h,,Being molted,Being molted,Molt completed,Molt completed,,,,
60,h,Month,,,,,,,,
60,h,,2017,2018,2017,2018,,,,
60,h,,,,,,,,,
